,Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request Hour,Drop Hour,Request Timeslot,Drop Timeslot,Request dayofweek,Drop dayofweek,Trip Duration,Supply_Gap
3495,1863,City,159.0,Cancelled,2016-07-12 09:55:00,,9,,Morning,Nan,Tuesday,,,Gap
3496,175,City,160.0,Cancelled,2016-07-11 05:45:00,,5,,Early Morning,Nan,Monday,,,Gap
3497,1749,City,160.0,Cancelled,2016-07-12 08:33:00,,8,,Morning,Nan,Tuesday,,,Gap
3498,2781,City,160.0,Cancelled,2016-07-13 04:42:20,,4,,Early Morning,Nan,Wednesday,,,Gap
3499,319,City,161.0,Cancelled,2016-07-11 07:33:00,,7,,Early Morning,Nan,Monday,,,Gap
3500,439,City,161.0,Cancelled,2016-07-11 08:55:00,,8,,Morning,Nan,Monday,,,Gap
3501,4201,City,162.0,Cancelled,2016-07-14 05:32:02,,5,,Early Morning,Nan,Thursday,,,Gap
3502,736,City,163.0,Cancelled,2016-07-11 15:27:00,,15,,Afternoon,Nan,Monday,,,Gap
3503,929,Airport,163.0,Cancelled,2016-07-11 18:24:00,,18,,Evening,Nan,Monday,,,Gap
3504,1793,City,163.0,Cancelled,2016-07-12 09:13:00,,9,,Morning,Nan,Tuesday,,,Gap
3505,5926,City,163.0,Cancelled,2016-07-15 10:05:36,,10,,Morning,Nan,Friday,,,Gap
3506,345,City,164.0,Cancelled,2016-07-11 07:52:00,,7,,Early Morning,Nan,Monday,,,Gap
3507,1051,Airport,164.0,Cancelled,2016-07-11 19:44:00,,19,,Evening,Nan,Monday,,,Gap
3508,3213,City,164.0,Cancelled,2016-07-13 09:44:32,,9,,Morning,Nan,Wednesday,,,Gap
3509,3841,Airport,164.0,Cancelled,2016-07-13 21:33:23,,21,,Night,Nan,Wednesday,,,Gap
3510,4168,City,164.0,Cancelled,2016-07-14 05:05:31,,5,,Early Morning,Nan,Thursday,,,Gap
3511,4657,Airport,164.0,Cancelled,2016-07-14 12:00:32,,12,,Afternoon,Nan,Thursday,,,Gap
3512,5272,City,164.0,Cancelled,2016-07-14 21:30:10,,21,,Night,Nan,Thursday,,,Gap
3513,5765,City,164.0,Cancelled,2016-07-15 08:18:13,,8,,Morning,Nan,Friday,,,Gap
3514,261,City,165.0,Cancelled,2016-07-11 06:42:00,,6,,Early Morning,Nan,Monday,,,Gap
3515,525,City,165.0,Cancelled,2016-07-11 09:52:00,,9,,Morning,Nan,Monday,,,Gap
3516,1500,City,165.0,Cancelled,2016-07-12 05:32:00,,5,,Early Morning,Nan,Tuesday,,,Gap
3517,1640,City,165.0,Cancelled,2016-07-12 07:18:00,,7,,Early Morning,Nan,Tuesday,,,Gap
3518,2885,City,165.0,Cancelled,2016-07-13 05:54:55,,5,,Early Morning,Nan,Wednesday,,,Gap
3519,4386,City,165.0,Cancelled,2016-07-14 07:48:25,,7,,Early Morning,Nan,Thursday,,,Gap
3520,1190,Airport,166.0,Cancelled,2016-07-11 21:13:00,,21,,Night,Nan,Monday,,,Gap
3521,1549,City,166.0,Cancelled,2016-07-12 06:02:00,,6,,Early Morning,Nan,Tuesday,,,Gap
3522,2834,City,166.0,Cancelled,2016-07-13 05:22:30,,5,,Early Morning,Nan,Wednesday,,,Gap
3523,2862,City,166.0,Cancelled,2016-07-13 05:41:33,,5,,Early Morning,Nan,Wednesday,,,Gap
3524,3054,City,166.0,Cancelled,2016-07-13 07:48:31,,7,,Early Morning,Nan,Wednesday,,,Gap
3525,3405,Airport,166.0,Cancelled,2016-07-13 15:13:47,,15,,Afternoon,Nan,Wednesday,,,Gap
3526,4153,City,166.0,Cancelled,2016-07-14 04:59:16,,4,,Early Morning,Nan,Thursday,,,Gap
3527,5424,City,166.0,Cancelled,2016-07-15 02:13:08,,2,,Late Night,Nan,Friday,,,Gap
3528,6561,Airport,166.0,Cancelled,2016-07-15 21:08:41,,21,,Night,Nan,Friday,,,Gap
3529,1623,City,167.0,Cancelled,2016-07-12 06:58:00,,6,,Early Morning,Nan,Tuesday,,,Gap
3530,2061,City,167.0,Cancelled,2016-07-12 15:05:00,,15,,Afternoon,Nan,Tuesday,,,Gap
3531,3183,City,167.0,Cancelled,2016-07-13 09:20:52,,9,,Morning,Nan,Wednesday,,,Gap
3532,240,City,168.0,Cancelled,2016-07-11 06:29:00,,6,,Early Morning,Nan,Monday,,,Gap
3533,1011,Airport,168.0,Cancelled,2016-07-11 19:08:00,,19,,Evening,Nan,Monday,,,Gap
3534,1755,City,168.0,Cancelled,2016-07-12 08:40:00,,8,,Morning,Nan,Tuesday,,,Gap
3535,1893,City,168.0,Cancelled,2016-07-12 10:17:00,,10,,Morning,Nan,Tuesday,,,Gap
3536,177,City,169.0,Cancelled,2016-07-11 05:48:00,,5,,Early Morning,Nan,Monday,,,Gap
3537,1162,Airport,169.0,Cancelled,2016-07-11 20:43:00,,20,,Night,Nan,Monday,,,Gap
3538,1456,City,169.0,Cancelled,2016-07-12 04:56:00,,4,,Early Morning,Nan,Tuesday,,,Gap
3539,1472,City,169.0,Cancelled,2016-07-12 05:08:00,,5,,Early Morning,Nan,Tuesday,,,Gap
3540,3024,City,169.0,Cancelled,2016-07-13 07:32:06,,7,,Early Morning,Nan,Wednesday,,,Gap
3541,903,City,170.0,Cancelled,2016-07-11 18:14:00,,18,,Evening,Nan,Monday,,,Gap
3542,1969,Airport,170.0,Cancelled,2016-07-12 12:07:00,,12,,Afternoon,Nan,Tuesday,,,Gap
3543,3457,Airport,170.0,Cancelled,2016-07-13 17:00:06,,17,,Evening,Nan,Wednesday,,,Gap
3544,4567,City,170.0,Cancelled,2016-07-14 09:46:31,,9,,Morning,Nan,Thursday,,,Gap
3545,4696,Airport,170.0,Cancelled,2016-07-14 13:05:58,,13,,Afternoon,Nan,Thursday,,,Gap
3546,4695,City,170.0,Cancelled,2016-07-14 13:10:50,,13,,Afternoon,Nan,Thursday,,,Gap
3547,77,City,171.0,Cancelled,2016-07-11 04:46:00,,4,,Early Morning,Nan,Monday,,,Gap
3548,3118,City,171.0,Cancelled,2016-07-13 08:38:14,,8,,Morning,Nan,Wednesday,,,Gap
3549,3329,Airport,171.0,Cancelled,2016-07-13 12:24:55,,12,,Afternoon,Nan,Wednesday,,,Gap
3550,4403,City,171.0,Cancelled,2016-07-14 08:01:10,,8,,Morning,Nan,Thursday,,,Gap
3551,4406,City,171.0,Cancelled,2016-07-14 08:02:38,,8,,Morning,Nan,Thursday,,,Gap
3552,1828,City,172.0,Cancelled,2016-07-12 09:33:00,,9,,Morning,Nan,Tuesday,,,Gap
3553,3084,City,172.0,Cancelled,2016-07-13 08:12:16,,8,,Morning,Nan,Wednesday,,,Gap
3554,3890,Airport,172.0,Cancelled,2016-07-13 22:01:58,,22,,Night,Nan,Wednesday,,,Gap
3555,4410,City,172.0,Cancelled,2016-07-14 08:06:48,,8,,Morning,Nan,Thursday,,,Gap
3556,127,City,173.0,Cancelled,2016-07-11 05:10:00,,5,,Early Morning,Nan,Monday,,,Gap
3557,3355,Airport,173.0,Cancelled,2016-07-13 13:26:29,,13,,Afternoon,Nan,Wednesday,,,Gap
3558,86,City,174.0,Cancelled,2016-07-11 04:51:00,,4,,Early Morning,Nan,Monday,,,Gap
3559,550,City,174.0,Cancelled,2016-07-11 10:04:00,,10,,Morning,Nan,Monday,,,Gap
3560,2275,City,175.0,Cancelled,2016-07-12 18:34:00,,18,,Evening,Nan,Tuesday,,,Gap
3561,4399,City,175.0,Cancelled,2016-07-14 08:02:44,,8,,Morning,Nan,Thursday,,,Gap
3562,5598,City,175.0,Cancelled,2016-07-15 06:13:51,,6,,Early Morning,Nan,Friday,,,Gap
3563,293,City,176.0,Cancelled,2016-07-11 07:07:00,,7,,Early Morning,Nan,Monday,,,Gap
3564,355,City,176.0,Cancelled,2016-07-11 07:54:00,,7,,Early Morning,Nan,Monday,,,Gap
3565,683,Airport,176.0,Cancelled,2016-07-11 13:40:00,,13,,Afternoon,Nan,Monday,,,Gap
3566,1490,City,176.0,Cancelled,2016-07-12 05:21:00,,5,,Early Morning,Nan,Tuesday,,,Gap
3567,1796,City,176.0,Cancelled,2016-07-12 09:06:00,,9,,Morning,Nan,Tuesday,,,Gap
3568,4529,City,176.0,Cancelled,2016-07-14 09:30:05,,9,,Morning,Nan,Thursday,,,Gap
3569,4536,City,176.0,Cancelled,2016-07-14 09:39:29,,9,,Morning,Nan,Thursday,,,Gap
3570,433,City,177.0,Cancelled,2016-07-11 08:57:00,,8,,Morning,Nan,Monday,,,Gap
3571,1607,City,177.0,Cancelled,2016-07-12 06:41:00,,6,,Early Morning,Nan,Tuesday,,,Gap
3572,3189,City,177.0,Cancelled,2016-07-13 09:32:49,,9,,Morning,Nan,Wednesday,,,Gap
3573,4128,City,177.0,Cancelled,2016-07-14 04:42:38,,4,,Early Morning,Nan,Thursday,,,Gap
3574,4197,City,177.0,Cancelled,2016-07-14 05:27:13,,5,,Early Morning,Nan,Thursday,,,Gap
3575,4524,City,177.0,Cancelled,2016-07-14 09:26:12,,9,,Morning,Nan,Thursday,,,Gap
3576,5871,City,177.0,Cancelled,2016-07-15 09:23:40,,9,,Morning,Nan,Friday,,,Gap
3577,5912,City,177.0,Cancelled,2016-07-15 10:00:48,,10,,Morning,Nan,Friday,,,Gap
3578,2466,Airport,178.0,Cancelled,2016-07-12 20:34:00,,20,,Night,Nan,Tuesday,,,Gap
3579,2886,City,178.0,Cancelled,2016-07-13 06:01:35,,6,,Early Morning,Nan,Wednesday,,,Gap
3580,5225,City,178.0,Cancelled,2016-07-14 21:06:59,,21,,Night,Nan,Thursday,,,Gap
3581,6505,City,178.0,Cancelled,2016-07-15 20:35:06,,20,,Night,Nan,Friday,,,Gap
3582,2785,City,179.0,Cancelled,2016-07-13 04:50:41,,4,,Early Morning,Nan,Wednesday,,,Gap
3583,2806,City,179.0,Cancelled,2016-07-13 05:00:10,,5,,Early Morning,Nan,Wednesday,,,Gap
3584,4459,City,179.0,Cancelled,2016-07-14 08:37:33,,8,,Morning,Nan,Thursday,,,Gap
3585,5653,City,179.0,Cancelled,2016-07-15 06:58:27,,6,,Early Morning,Nan,Friday,,,Gap
3586,1650,City,180.0,Cancelled,2016-07-12 07:14:00,,7,,Early Morning,Nan,Tuesday,,,Gap
3587,3745,Airport,180.0,Cancelled,2016-07-13 20:27:16,,20,,Night,Nan,Wednesday,,,Gap
3588,4796,Airport,180.0,Cancelled,2016-07-14 16:54:50,,16,,Evening,Nan,Thursday,,,Gap
3589,2119,City,181.0,Cancelled,2016-07-12 16:41:00,,16,,Evening,Nan,Tuesday,,,Gap
3590,3013,City,181.0,Cancelled,2016-07-13 07:31:04,,7,,Early Morning,Nan,Wednesday,,,Gap
3591,3126,City,181.0,Cancelled,2016-07-13 08:43:17,,8,,Morning,Nan,Wednesday,,,Gap
3592,4235,City,181.0,Cancelled,2016-07-14 05:51:55,,5,,Early Morning,Nan,Thursday,,,Gap
3593,105,City,182.0,Cancelled,2016-07-11 04:58:00,,4,,Early Morning,Nan,Monday,,,Gap
3594,1747,City,182.0,Cancelled,2016-07-12 08:27:00,,8,,Morning,Nan,Tuesday,,,Gap
3595,4134,City,182.0,Cancelled,2016-07-14 04:45:23,,4,,Early Morning,Nan,Thursday,,,Gap
3596,217,City,183.0,Cancelled,2016-07-11 06:12:00,,6,,Early Morning,Nan,Monday,,,Gap
3597,4478,City,183.0,Cancelled,2016-07-14 08:44:58,,8,,Morning,Nan,Thursday,,,Gap
3598,5248,City,183.0,Cancelled,2016-07-14 21:18:23,,21,,Night,Nan,Thursday,,,Gap
3599,6032,Airport,183.0,Cancelled,2016-07-15 13:00:41,,13,,Afternoon,Nan,Friday,,,Gap
3600,4206,City,184.0,Cancelled,2016-07-14 05:34:56,,5,,Early Morning,Nan,Thursday,,,Gap
3601,4387,City,184.0,Cancelled,2016-07-14 07:54:18,,7,,Early Morning,Nan,Thursday,,,Gap
3602,113,City,185.0,Cancelled,2016-07-11 05:09:00,,5,,Early Morning,Nan,Monday,,,Gap
3603,1558,City,185.0,Cancelled,2016-07-12 06:13:00,,6,,Early Morning,Nan,Tuesday,,,Gap
3604,2180,Airport,185.0,Cancelled,2016-07-12 17:42:00,,17,,Evening,Nan,Tuesday,,,Gap
3605,3661,Airport,185.0,Cancelled,2016-07-13 19:28:43,,19,,Evening,Nan,Wednesday,,,Gap
3606,378,City,186.0,Cancelled,2016-07-11 08:08:00,,8,,Morning,Nan,Monday,,,Gap
3607,790,Airport,186.0,Cancelled,2016-07-11 16:56:00,,16,,Evening,Nan,Monday,,,Gap
3608,1700,City,186.0,Cancelled,2016-07-12 07:58:00,,7,,Early Morning,Nan,Tuesday,,,Gap
3609,3788,Airport,186.0,Cancelled,2016-07-13 20:50:21,,20,,Night,Nan,Wednesday,,,Gap
3610,480,City,187.0,Cancelled,2016-07-11 09:26:00,,9,,Morning,Nan,Monday,,,Gap
3611,1632,City,187.0,Cancelled,2016-07-12 07:06:00,,7,,Early Morning,Nan,Tuesday,,,Gap
3612,3101,City,187.0,Cancelled,2016-07-13 08:28:00,,8,,Morning,Nan,Wednesday,,,Gap
3613,5706,City,187.0,Cancelled,2016-07-15 07:38:04,,7,,Early Morning,Nan,Friday,,,Gap
3614,5772,City,188.0,Cancelled,2016-07-15 08:22:59,,8,,Morning,Nan,Friday,,,Gap
3615,129,City,189.0,Cancelled,2016-07-11 05:10:00,,5,,Early Morning,Nan,Monday,,,Gap
3616,3119,City,189.0,Cancelled,2016-07-13 08:35:33,,8,,Morning,Nan,Wednesday,,,Gap
3617,3228,City,189.0,Cancelled,2016-07-13 09:58:28,,9,,Morning,Nan,Wednesday,,,Gap
3618,1569,City,190.0,Cancelled,2016-07-12 06:21:00,,6,,Early Morning,Nan,Tuesday,,,Gap
3619,1820,City,190.0,Cancelled,2016-07-12 09:24:00,,9,,Morning,Nan,Tuesday,,,Gap
3620,1840,City,190.0,Cancelled,2016-07-12 09:37:00,,9,,Morning,Nan,Tuesday,,,Gap
3621,4323,City,190.0,Cancelled,2016-07-14 07:00:12,,7,,Early Morning,Nan,Thursday,,,Gap
3622,4346,City,190.0,Cancelled,2016-07-14 07:21:06,,7,,Early Morning,Nan,Thursday,,,Gap
3623,5785,City,190.0,Cancelled,2016-07-15 08:32:49,,8,,Morning,Nan,Friday,,,Gap
3624,6400,City,190.0,Cancelled,2016-07-15 19:18:51,,19,,Evening,Nan,Friday,,,Gap
3625,224,City,191.0,Cancelled,2016-07-11 06:17:00,,6,,Early Morning,Nan,Monday,,,Gap
3626,5913,City,191.0,Cancelled,2016-07-15 09:58:51,,9,,Morning,Nan,Friday,,,Gap
3627,1833,City,192.0,Cancelled,2016-07-12 09:34:00,,9,,Morning,Nan,Tuesday,,,Gap
3628,2902,City,192.0,Cancelled,2016-07-13 05:59:39,,5,,Early Morning,Nan,Wednesday,,,Gap
3629,4239,City,192.0,Cancelled,2016-07-14 05:56:04,,5,,Early Morning,Nan,Thursday,,,Gap
3630,265,City,193.0,Cancelled,2016-07-11 06:47:00,,6,,Early Morning,Nan,Monday,,,Gap
3631,833,Airport,193.0,Cancelled,2016-07-11 17:37:00,,17,,Evening,Nan,Monday,,,Gap
3632,3249,City,193.0,Cancelled,2016-07-13 10:13:59,,10,,Morning,Nan,Wednesday,,,Gap
3633,4226,City,193.0,Cancelled,2016-07-14 05:46:51,,5,,Early Morning,Nan,Thursday,,,Gap
3634,5867,City,193.0,Cancelled,2016-07-15 09:19:33,,9,,Morning,Nan,Friday,,,Gap
3635,684,City,194.0,Cancelled,2016-07-11 13:32:00,,13,,Afternoon,Nan,Monday,,,Gap
3636,718,City,194.0,Cancelled,2016-07-11 14:51:00,,14,,Afternoon,Nan,Monday,,,Gap
3637,4145,City,194.0,Cancelled,2016-07-14 04:56:49,,4,,Early Morning,Nan,Thursday,,,Gap
3638,5489,City,194.0,Cancelled,2016-07-15 04:52:39,,4,,Early Morning,Nan,Friday,,,Gap
3639,5651,City,194.0,Cancelled,2016-07-15 07:00:08,,7,,Early Morning,Nan,Friday,,,Gap
3640,290,City,195.0,Cancelled,2016-07-11 07:13:00,,7,,Early Morning,Nan,Monday,,,Gap
3641,1030,Airport,195.0,Cancelled,2016-07-11 19:14:00,,19,,Evening,Nan,Monday,,,Gap
3642,3062,City,195.0,Cancelled,2016-07-13 07:50:36,,7,,Early Morning,Nan,Wednesday,,,Gap
3643,5635,City,195.0,Cancelled,2016-07-15 06:43:04,,6,,Early Morning,Nan,Friday,,,Gap
3644,5828,City,195.0,Cancelled,2016-07-15 09:00:06,,9,,Morning,Nan,Friday,,,Gap
3645,2823,City,196.0,Cancelled,2016-07-13 05:15:44,,5,,Early Morning,Nan,Wednesday,,,Gap
3646,4558,City,196.0,Cancelled,2016-07-14 09:51:06,,9,,Morning,Nan,Thursday,,,Gap
3647,5494,City,196.0,Cancelled,2016-07-15 04:56:11,,4,,Early Morning,Nan,Friday,,,Gap
3648,5501,City,196.0,Cancelled,2016-07-15 05:07:36,,5,,Early Morning,Nan,Friday,,,Gap
3649,526,City,197.0,Cancelled,2016-07-11 09:46:00,,9,,Morning,Nan,Monday,,,Gap
3650,1887,City,197.0,Cancelled,2016-07-12 10:08:00,,10,,Morning,Nan,Tuesday,,,Gap
3651,2944,City,197.0,Cancelled,2016-07-13 06:33:43,,6,,Early Morning,Nan,Wednesday,,,Gap
3652,4413,City,197.0,Cancelled,2016-07-14 08:07:44,,8,,Morning,Nan,Thursday,,,Gap
3653,4420,City,197.0,Cancelled,2016-07-14 08:13:50,,8,,Morning,Nan,Thursday,,,Gap
3654,5486,City,197.0,Cancelled,2016-07-15 04:51:17,,4,,Early Morning,Nan,Friday,,,Gap
3655,6010,City,197.0,Cancelled,2016-07-15 12:25:21,,12,,Afternoon,Nan,Friday,,,Gap
3656,277,City,198.0,Cancelled,2016-07-11 06:59:00,,6,,Early Morning,Nan,Monday,,,Gap
3657,2148,City,198.0,Cancelled,2016-07-12 17:22:00,,17,,Evening,Nan,Tuesday,,,Gap
3658,2802,City,198.0,Cancelled,2016-07-13 04:51:42,,4,,Early Morning,Nan,Wednesday,,,Gap
3659,4445,City,198.0,Cancelled,2016-07-14 08:36:44,,8,,Morning,Nan,Thursday,,,Gap
3660,546,City,199.0,Cancelled,2016-07-11 10:04:00,,10,,Morning,Nan,Monday,,,Gap
3661,1115,Airport,199.0,Cancelled,2016-07-11 20:23:00,,20,,Night,Nan,Monday,,,Gap
3662,3177,City,199.0,Cancelled,2016-07-13 09:13:12,,9,,Morning,Nan,Wednesday,,,Gap
3663,5587,City,199.0,Cancelled,2016-07-15 05:58:50,,5,,Early Morning,Nan,Friday,,,Gap
3664,5628,City,199.0,Cancelled,2016-07-15 06:34:40,,6,,Early Morning,Nan,Friday,,,Gap
3665,6173,City,199.0,Cancelled,2016-07-15 16:45:26,,16,,Evening,Nan,Friday,,,Gap
3666,383,City,200.0,Cancelled,2016-07-11 08:21:00,,8,,Morning,Nan,Monday,,,Gap
3667,749,Airport,200.0,Cancelled,2016-07-11 15:48:00,,15,,Afternoon,Nan,Monday,,,Gap
3668,5733,City,200.0,Cancelled,2016-07-15 07:51:13,,7,,Early Morning,Nan,Friday,,,Gap
3669,18,City,201.0,Cancelled,2016-07-11 01:16:00,,1,,Late Night,Nan,Monday,,,Gap
3670,2125,Airport,201.0,Cancelled,2016-07-12 16:52:00,,16,,Evening,Nan,Tuesday,,,Gap
3671,5522,City,201.0,Cancelled,2016-07-15 05:21:37,,5,,Early Morning,Nan,Friday,,,Gap
3672,5895,City,201.0,Cancelled,2016-07-15 09:49:21,,9,,Morning,Nan,Friday,,,Gap
3673,192,City,202.0,Cancelled,2016-07-11 05:56:00,,5,,Early Morning,Nan,Monday,,,Gap
3674,1469,City,202.0,Cancelled,2016-07-12 05:05:00,,5,,Early Morning,Nan,Tuesday,,,Gap
3675,1486,City,202.0,Cancelled,2016-07-12 05:20:00,,5,,Early Morning,Nan,Tuesday,,,Gap
3676,2971,City,202.0,Cancelled,2016-07-13 06:53:00,,6,,Early Morning,Nan,Wednesday,,,Gap
3677,4331,City,202.0,Cancelled,2016-07-14 07:10:46,,7,,Early Morning,Nan,Thursday,,,Gap
3678,1739,City,203.0,Cancelled,2016-07-12 08:30:00,,8,,Morning,Nan,Tuesday,,,Gap
3679,5679,City,203.0,Cancelled,2016-07-15 07:09:12,,7,,Early Morning,Nan,Friday,,,Gap
3680,5750,City,203.0,Cancelled,2016-07-15 08:03:18,,8,,Morning,Nan,Friday,,,Gap
3681,5856,City,203.0,Cancelled,2016-07-15 09:08:43,,9,,Morning,Nan,Friday,,,Gap
3682,6033,Airport,203.0,Cancelled,2016-07-15 12:55:58,,12,,Afternoon,Nan,Friday,,,Gap
3683,119,City,204.0,Cancelled,2016-07-11 05:10:00,,5,,Early Morning,Nan,Monday,,,Gap
3684,641,City,204.0,Cancelled,2016-07-11 12:31:00,,12,,Afternoon,Nan,Monday,,,Gap
3685,3144,City,204.0,Cancelled,2016-07-13 08:55:43,,8,,Morning,Nan,Wednesday,,,Gap
3686,3404,Airport,204.0,Cancelled,2016-07-13 15:18:33,,15,,Afternoon,Nan,Wednesday,,,Gap
3687,4185,City,204.0,Cancelled,2016-07-14 05:16:42,,5,,Early Morning,Nan,Thursday,,,Gap
3688,5918,City,204.0,Cancelled,2016-07-15 10:01:19,,10,,Morning,Nan,Friday,,,Gap
3689,98,City,205.0,Cancelled,2016-07-11 04:58:00,,4,,Early Morning,Nan,Monday,,,Gap
3690,1541,City,205.0,Cancelled,2016-07-12 06:04:00,,6,,Early Morning,Nan,Tuesday,,,Gap
3691,2872,City,205.0,Cancelled,2016-07-13 05:41:43,,5,,Early Morning,Nan,Wednesday,,,Gap
3692,3498,City,205.0,Cancelled,2016-07-13 17:36:54,,17,,Evening,Nan,Wednesday,,,Gap
3693,5646,City,205.0,Cancelled,2016-07-15 06:52:54,,6,,Early Morning,Nan,Friday,,,Gap
3694,5656,City,205.0,Cancelled,2016-07-15 06:54:05,,6,,Early Morning,Nan,Friday,,,Gap
3695,130,City,206.0,Cancelled,2016-07-11 05:12:00,,5,,Early Morning,Nan,Monday,,,Gap
3696,268,City,206.0,Cancelled,2016-07-11 06:52:00,,6,,Early Morning,Nan,Monday,,,Gap
3697,644,Airport,206.0,Cancelled,2016-07-11 12:29:00,,12,,Afternoon,Nan,Monday,,,Gap
3698,1572,City,206.0,Cancelled,2016-07-12 06:22:00,,6,,Early Morning,Nan,Tuesday,,,Gap
3699,1619,City,206.0,Cancelled,2016-07-12 06:53:00,,6,,Early Morning,Nan,Tuesday,,,Gap
3700,1668,City,206.0,Cancelled,2016-07-12 07:35:00,,7,,Early Morning,Nan,Tuesday,,,Gap
3701,1707,City,206.0,Cancelled,2016-07-12 08:10:00,,8,,Morning,Nan,Tuesday,,,Gap
3702,2113,Airport,206.0,Cancelled,2016-07-12 16:29:00,,16,,Evening,Nan,Tuesday,,,Gap
3703,4581,City,206.0,Cancelled,2016-07-14 10:04:38,,10,,Morning,Nan,Thursday,,,Gap
3704,5626,City,206.0,Cancelled,2016-07-15 06:33:43,,6,,Early Morning,Nan,Friday,,,Gap
3705,4255,City,207.0,Cancelled,2016-07-14 06:08:00,,6,,Early Morning,Nan,Thursday,,,Gap
3706,5794,City,207.0,Cancelled,2016-07-15 08:38:36,,8,,Morning,Nan,Friday,,,Gap
3707,6103,Airport,208.0,Cancelled,2016-07-15 14:52:59,,14,,Afternoon,Nan,Friday,,,Gap
3708,302,City,209.0,Cancelled,2016-07-11 07:17:00,,7,,Early Morning,Nan,Monday,,,Gap
3709,1137,City,209.0,Cancelled,2016-07-11 20:32:00,,20,,Night,Nan,Monday,,,Gap
3710,4304,City,209.0,Cancelled,2016-07-14 06:50:42,,6,,Early Morning,Nan,Thursday,,,Gap
3711,1702,City,210.0,Cancelled,2016-07-12 08:02:00,,8,,Morning,Nan,Tuesday,,,Gap
3712,1762,City,210.0,Cancelled,2016-07-12 08:50:00,,8,,Morning,Nan,Tuesday,,,Gap
3713,2373,Airport,210.0,Cancelled,2016-07-12 19:36:00,,19,,Evening,Nan,Tuesday,,,Gap
3714,3005,City,210.0,Cancelled,2016-07-13 07:15:35,,7,,Early Morning,Nan,Wednesday,,,Gap
3715,3131,City,210.0,Cancelled,2016-07-13 08:40:50,,8,,Morning,Nan,Wednesday,,,Gap
3716,3883,Airport,210.0,Cancelled,2016-07-13 21:56:05,,21,,Night,Nan,Wednesday,,,Gap
3717,6131,Airport,210.0,Cancelled,2016-07-15 15:38:23,,15,,Afternoon,Nan,Friday,,,Gap
3718,6302,Airport,210.0,Cancelled,2016-07-15 18:29:19,,18,,Evening,Nan,Friday,,,Gap
3719,6538,Airport,210.0,Cancelled,2016-07-15 20:54:55,,20,,Night,Nan,Friday,,,Gap
3720,244,City,211.0,Cancelled,2016-07-11 06:31:00,,6,,Early Morning,Nan,Monday,,,Gap
3721,1216,Airport,211.0,Cancelled,2016-07-11 21:32:00,,21,,Night,Nan,Monday,,,Gap
3722,4154,City,211.0,Cancelled,2016-07-14 05:07:00,,5,,Early Morning,Nan,Thursday,,,Gap
3723,393,City,212.0,Cancelled,2016-07-11 08:27:00,,8,,Morning,Nan,Monday,,,Gap
3724,419,City,212.0,Cancelled,2016-07-11 08:42:00,,8,,Morning,Nan,Monday,,,Gap
3725,4311,City,212.0,Cancelled,2016-07-14 06:52:50,,6,,Early Morning,Nan,Thursday,,,Gap
3726,4404,City,212.0,Cancelled,2016-07-14 07:55:00,,7,,Early Morning,Nan,Thursday,,,Gap
3727,5675,City,212.0,Cancelled,2016-07-15 07:08:58,,7,,Early Morning,Nan,Friday,,,Gap
3728,193,City,213.0,Cancelled,2016-07-11 05:58:00,,5,,Early Morning,Nan,Monday,,,Gap
3729,1825,City,213.0,Cancelled,2016-07-12 09:35:00,,9,,Morning,Nan,Tuesday,,,Gap
3730,3111,City,213.0,Cancelled,2016-07-13 08:31:41,,8,,Morning,Nan,Wednesday,,,Gap
3731,4160,City,213.0,Cancelled,2016-07-14 05:05:12,,5,,Early Morning,Nan,Thursday,,,Gap
3732,2846,City,214.0,Cancelled,2016-07-13 05:24:17,,5,,Early Morning,Nan,Wednesday,,,Gap
3733,3163,City,214.0,Cancelled,2016-07-13 09:04:03,,9,,Morning,Nan,Wednesday,,,Gap
3734,3446,City,214.0,Cancelled,2016-07-13 16:39:36,,16,,Evening,Nan,Wednesday,,,Gap
3735,4543,City,214.0,Cancelled,2016-07-14 09:36:37,,9,,Morning,Nan,Thursday,,,Gap
3736,4800,Airport,214.0,Cancelled,2016-07-14 16:59:22,,16,,Evening,Nan,Thursday,,,Gap
3737,107,City,215.0,Cancelled,2016-07-11 05:02:00,,5,,Early Morning,Nan,Monday,,,Gap
3738,1594,City,215.0,Cancelled,2016-07-12 06:41:00,,6,,Early Morning,Nan,Tuesday,,,Gap
3739,1791,City,215.0,Cancelled,2016-07-12 09:08:00,,9,,Morning,Nan,Tuesday,,,Gap
3740,6050,City,215.0,Cancelled,2016-07-15 13:35:03,,13,,Afternoon,Nan,Friday,,,Gap
3741,409,City,216.0,Cancelled,2016-07-11 08:34:00,,8,,Morning,Nan,Monday,,,Gap
3742,3137,City,216.0,Cancelled,2016-07-13 08:52:30,,8,,Morning,Nan,Wednesday,,,Gap
3743,4532,City,216.0,Cancelled,2016-07-14 09:35:38,,9,,Morning,Nan,Thursday,,,Gap
3744,5914,City,216.0,Cancelled,2016-07-15 09:58:37,,9,,Morning,Nan,Friday,,,Gap
3745,5618,City,217.0,Cancelled,2016-07-15 06:25:41,,6,,Early Morning,Nan,Friday,,,Gap
3746,5688,City,217.0,Cancelled,2016-07-15 07:24:11,,7,,Early Morning,Nan,Friday,,,Gap
